#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1878C
#Date Time: 2024-04-19 11:21:02.549
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 1 V/div Offset: 9.7 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.00251811,0.3837498412150927,-9.125724050055947
-0.00251748,0.3837498412150927,-9.199315733156658
-0.00251685,0.3800325339487864,-9.276587000412473
-0.00251622,0.3800325339487864,-9.331780762738031
-0.00251559,0.3763152266824817,-9.3906541092186
-0.00251496,0.3800325339487864,-9.427449950768999
-0.00251433,0.383749841215091,-9.467925376474421
-0.0025137,0.3800325339487864,-9.493682465559669
-0.00251307,0.3837498412150927,-9.519439554644929
-0.00251244,0.3800325339487881,-9.526798722955
-0.00251181,0.3837498412150927,-9.537837475420115
-0.00251118,0.387467148481399,-9.530478307110041
-0.00251055,0.3800325339487898,-9.52311913879997
-0.00250992,0.3837498412150927,-9.501041633869743
-0.00250929,0.3911844557477019,-9.478964128939504
-0.00250866,0.3837498412150927,-9.442168287389148
-0.00250803,0.3800325339487864,-9.401692861683738
-0.0025074,0.3763152266824817,-9.342819515203169
-0.00250677,0.3837498412150927,-9.302344089497733
-0.00250614,0.3837498412150927,-9.247150327172175
-0.00250551,0.3837498412150927,-9.180917812381535
-0.00250488,0.3837498412150927,-9.133083218366021
-0.00250425,0.3874671484813956,-9.092607792660594
-0.00250362,0.3800325339487864,-9.052132366955203
-0.00250299,0.387467148481399,-9.011656941249793
-0.00250236,0.3837498412150927,-8.971181515544364
-0.00250173,0.3837498412150927,-8.927026505683937
-0.0025011,0.3837498412150927,-8.88287149582349
-0.00250047,-0.09578279613820279,-8.846075654273134
-0.00249984,-0.4303404501059884,-8.901269416598677
-0.00249921,-0.4377750646386027,-8.996938604629689
-0.00249858,-0.4414923719049073,-9.096287376815649
-0.00249795,-0.437775064638601,-9.169879059916394
-0.00249732,-0.445209679171212,-9.247150327172204
-0.00249669,-0.4414923719049073,-9.309703257807808
-0.00249606,-0.4414923719049073,-9.368576604288403
-0.00249543,-0.4377750646386027,-9.416411198303866
-0.0024948,-0.437775064638601,-9.453207039854259
-0.00249417,-0.437775064638601,-9.482643713094571
-0.00249354,-0.437775064638601,-9.512080386334855
-0.00249291,-0.4340577573722947,-9.526798722955004
-0.00249228,-0.4377750646386027,-9.530478307110041
-0.00249165,-0.4414923719049073,-9.530478307110041
-0.00249102,-0.437775064638601,-9.515759970489892
-0.00249039,-0.4340577573722963,-9.504721218024786
-0.00248976,-0.4340577573722947,-9.482643713094557
-0.00248913,-0.4340577573722947,-9.453207039854259
-0.0024885,-0.437775064638601,-9.416411198303887
-0.00248787,-0.4414923719049073,-9.368576604288403
-0.00248724,-0.4340577573722947,-9.309703257807794
-0.00248661,-0.4340577573722947,-9.28026658456751
-0.00248598,-0.4340577573722947,-9.206674901466766
-0.00248535,-0.4303404501059901,-9.158840307451303
-0.00248472,-0.4303404501059884,-9.114685297590835
-0.00248409,-0.4340577573722947,-9.074209871885426
-0.00248346,-0.437775064638601,-9.026375277869942
-0.00248283,-0.437775064638601,-8.985899852164533
-0.0024822,-0.437775064638601,-8.945424426459109
-0.00248157,-0.437775064638601,-8.912308169063788
-0.00248094,-0.437775064638601,-8.864473575048304
-0.00248031,-0.4414923719049056,-8.820318565187877
-0.00247968,-0.437775064638601,-8.798241060257634
-0.00247905,-0.437775064638601,-8.908628584908751
-0.00247842,-0.4340577573722963,-9.015336525404782
-0.00247779,-0.437775064638601,-9.125724050055947
-0.00247716,-0.4340577573722947,-9.214034069776881
-0.00247653,-0.4340577573722947,-9.302344089497733
-0.0024759,-0.4340577573722947,-9.372256188443441
-0.00247527,-0.4340577573722947,-9.449527455699187
-0.00247464,-0.4340577573722947,-9.50472121802478
-0.00247401,-0.4303404501059884,-9.563594564505376
-0.00247338,-0.434057757372293,-9.604069990210768
-0.00247275,-0.4340577573722947,-9.644545415916195
-0.00247212,-0.4340577573722947,-9.670302505001469
-0.00247149,-0.4340577573722947,-9.699739178241753
-0.00247086,-0.4303404501059884,-9.70341876239679
-0.00247023,-0.4303404501059884,-9.707098346551826
-0.0024696,-0.4303404501059884,-9.699739178241753
-0.00246897,-0.4266231428396821,-9.688700425776641
-0.00246834,-0.4266231428396821,-9.670302505001464
-0.00246771,-0.4266231428396821,-9.640865831761158
-0.00246708,-0.4303404501059884,-9.60406999021076
-0.00246645,-0.4303404501059884,-9.548876227885227
-0.00246582,-0.4303404501059884,-9.482643713094557
-0.00246519,-0.4266231428396821,-9.431129534924015
-0.00246456,-0.4266231428396821,-9.383294940908552
-0.00246393,-0.4303404501059884,-9.339139931048106
-0.0024633,-0.4303404501059884,-9.291305337032643
-0.00246267,-0.4303404501059884,-9.243470743017138
-0.00246204,-0.434057757372293,-9.202995317311705
-0.00246141,-0.4303404501059884,-9.151481139141207
-0.00246078,-0.4266231428396821,-9.114685297590835
-0.00246015,-0.4266231428396855,-9.074209871885438
-0.00245952,-0.4340577573722947,-9.099966960970686
-0.00245889,-0.4340577573722947,-9.217713653931877
-0.00245826,-0.4303404501059901,-9.335460346893015
-0.00245763,-0.4229058355733758,-9.442168287389148
